,battle_id,url
152,OGUIQP2QE,https://hera-public-files.azureedge.net/public-images/zZAL_qasem/c10640ec1974400da3d40b3a3913d2d7.original.jpg
153,OGUIQP2QE,https://hera-public-files.azureedge.net/public-images/zZAL_qasem/6421ebdd3dd04667803e880a49ef2a9a.original.jpg
154,OH30FXJ1QE,https://hera-public-files.azureedge.net/public-images/Mystery_M7/52d674a67b38463b994d2f537de6a499.original.jpg
155,OHYFCHNUUK,https://hera-public-files.azureedge.net/public-images/AJ_PAC7/a118d11fa09f424fb62f7bf7f70565a9.original.jpg
156,7KTZALA0,https://hera-public-files.azureedge.net/public-images/xiTobi1/03c38233b49e45eb91884a715d9a6a1a.original.jpg
157,7KTZALA0,https://hera-public-files.azureedge.net/public-images/xiTobi1/9f6d3e48412e4b9a8c2d07fe9753cc6e.original.jpg
158,ONXG06DQ0U,https://hera-public-files.azureedge.net/public-images/zFerS/aa6d10089a3a4634b9cf986ae8a54ee7.original.jpg
159,OOUIPJMTVU,https://hera-public-files.azureedge.net/public-images/SK_m7so0ony/27563315a64b4120ad209df8bfdab5a0.original.jpg
160,OOUIPJMTVU,https://hera-public-files.azureedge.net/public-images/SK_m7so0ony/df72f69e51b34ad8911e4a2f944284d5.original.jpg
161,OOUIPJMTVU,https://hera-public-files.azureedge.net/public-images/SK_m7so0ony/65aadb757f444a9087488644d3f597c3.original.jpg
162,OOUIPJMTVU,https://hera-public-files.azureedge.net/public-images/SK_m7so0ony/80e208df9eac451a8d64b31d9a5ee4b9.original.jpg
163,8A9B87F189,https://hera-public-files.azureedge.net/public-images/ziFHD/d043207964bd4998afc6105dee44a2ea.original.jpg
164,8A9B87F189,https://hera-public-files.azureedge.net/public-images/ziFHD/06b59faab3e64ff4bd944287701a3b52.original.jpg
165,872C287330,https://hera-public-files.azureedge.net/public-images/ziFHD/4852d66e0ae24dfb823a2dbc9b5d53c7.original.jpg
166,872C287330,https://hera-public-files.azureedge.net/public-images/ziFHD/6ab0767cb1544785b9e69b8bfbaee9e3.original.jpg
167,843822A10E,https://hera-public-files.azureedge.net/public-images/oussamachohra/74bf4aa4c02045b597be594d412fc96d.original.jpg
168,OTB7VLJOE,https://hera-public-files.azureedge.net/public-images/FahoodGR/7cb613888de445d2abd8f55bd4a9bbaf.original.jpg
169,OTB7VCLRRN,https://hera-public-files.azureedge.net/public-images/FahoodGR/b7565147cb094ee7be6cb8643b6c030d.original.jpg
170,OTB7VQ0ATB,https://hera-public-files.azureedge.net/public-images/FahoodGR/34cb0e6b8bbd4ea88bc9c6e3a0e882f5.original.jpg
171,8AFA7ED48A,https://hera-public-files.azureedge.net/public-images/iadqj/7ba3af117dc04bf4ac0bb30c3c88b819.original.jpg
172,8E944EB94E,https://hera-public-files.azureedge.net/public-images/AbonawaR/c821edbff53f4566a48fcd05b19517a6.original.jpg
173,8B9ECC54EF,https://hera-public-files.azureedge.net/public-images/oVieBr/e7a7e99e9a684395adde198043089983.original.jpg
174,8B23039EA3,https://hera-public-files.azureedge.net/public-images/tukr7/be4be0da8a7347cebc4b3f51fb41601d.original.jpg
175,8B23039EA3,https://hera-public-files.azureedge.net/public-images/tukr7/b6d1b6d6811e4f4db606713f72239560.original.jpg
176,8B23039EA3,https://hera-public-files.azureedge.net/public-images/tukr7/7b90e4e9a291495895673101dfb92018.original.jpg
